ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTBALANCE,ACCOUNTSTATUS,INTERESTRATE,OPENINGDATE,LASTTRANSACTIONDATE
KLDB43182096968715,1833,Brokerage account,3917968,Closed,9.77,YYYY-34-DD 08:34:SS,YYYY-06-DD 18:06:SS
ZIKW79826088984139,1895,Certificate of deposit (CD),1980917,Closed,7.86,YYYY-49-DD 21:49:SS,YYYY-10-DD 02:10:SS
XBFV50599557696945,1148,Money market account,2187275,Frozen,5.65,YYYY-08-DD 16:08:SS,YYYY-12-DD 01:12:SS
CWRF00459514785151,1663,Savings account,413041,Frozen,9.62,YYYY-42-DD 11:42:SS,YYYY-19-DD 17:19:SS
OIOY89517689066404,2116,Certificate of deposit (CD),2693237,Frozen,9.41,YYYY-44-DD 04:44:SS,YYYY-23-DD 21:23:SS
GFWO32806124525777,2163,Certificate of deposit (CD),646092,Active,7.66,YYYY-52-DD 08:52:SS,YYYY-03-DD 22:03:SS
TKWM27403584751158,1056,Brokerage account,4293547,Frozen,6.7,YYYY-43-DD 06:43:SS,YYYY-21-DD 21:21:SS
MNXE99523175412245,1073,Certificate of deposit (CD),2272057,Active,7.9,YYYY-15-DD 04:15:SS,YYYY-39-DD 14:39:SS
YTTY00398540053713,1431,Money market account,3416968,Closed,6.32,YYYY-20-DD 06:20:SS,YYYY-56-DD 07:56:SS
ZTPG02120259267854,1764,Checking account,4297694,Frozen,9.15,YYYY-53-DD 21:53:SS,YYYY-18-DD 20:18:SS
CHRT28088412764557,1085,Checking account,2110677,Active,9.74,YYYY-10-DD 00:10:SS,YYYY-24-DD 12:24:SS
QPMP73491952213778,2192,Checking account,4221268,Closed,5.54,YYYY-38-DD 23:38:SS,YYYY-25-DD 17:25:SS
TSMO35924804744519,1285,Checking account,1636592,Frozen,7.47,YYYY-43-DD 01:43:SS,YYYY-09-DD 02:09:SS
KZMX94804761831539,1044,Money market account,4856558,Closed,8.94,YYYY-34-DD 14:34:SS,YYYY-41-DD 15:41:SS
NHXA44177113560559,2173,Individual retirement arrangement (IRA),1838525,Active,9.95,YYYY-00-DD 18:00:SS,YYYY-26-DD 14:26:SS
VCLD41307666211402,1359,Certificate of deposit (CD),2073263,Active,5.1,YYYY-24-DD 08:24:SS,YYYY-14-DD 06:14:SS
NACO97696454241113,1696,Brokerage account,3295288,Active,7.8,YYYY-08-DD 22:08:SS,YYYY-53-DD 03:53:SS
OHZO24880274845499,1638,Checking account,3567749,Frozen,6.95,YYYY-02-DD 20:02:SS,YYYY-02-DD 20:02:SS
YJVB17372323438855,1420,Individual retirement arrangement (IRA),1750136,Active,5.46,YYYY-39-DD 21:39:SS,YYYY-09-DD 01:09:SS
ZKQC61990412777920,1874,Savings account,4064204,Frozen,8.95,YYYY-44-DD 04:44:SS,YYYY-02-DD 01:02:SS
RIFO60066557259936,2110,Certificate of deposit (CD),4407403,Frozen,7.51,YYYY-36-DD 21:36:SS,YYYY-57-DD 23:57:SS
EGRG31020354157543,1624,Certificate of deposit (CD),1907541,Closed,5.8,YYYY-58-DD 13:58:SS,YYYY-56-DD 15:56:SS
FJXI57576288858686,2486,Money market account,2436377,Frozen,5.36,YYYY-39-DD 12:39:SS,YYYY-29-DD 15:29:SS
KPJR74279108308176,1678,Money market account,2050665,Frozen,6.89,YYYY-10-DD 06:10:SS,YYYY-18-DD 08:18:SS
OCUW29386396664001,2313,Brokerage account,1027914,Active,8.65,YYYY-25-DD 10:25:SS,YYYY-07-DD 13:07:SS
PLDA88717250694831,1374,Brokerage account,308420,Active,6.26,YYYY-49-DD 03:49:SS,YYYY-45-DD 18:45:SS
CHLF58301000382681,1886,Savings account,2041075,Frozen,7.8,YYYY-25-DD 22:25:SS,YYYY-31-DD 11:31:SS
FGLO10062551359025,1735,Individual retirement arrangement (IRA),1394982,Closed,9.68,YYYY-27-DD 22:27:SS,YYYY-27-DD 07:27:SS
RSTB29080990877325,1569,Individual retirement arrangement (IRA),3369929,Closed,6.89,YYYY-23-DD 07:23:SS,YYYY-47-DD 04:47:SS
YICQ35056684513947,1944,Brokerage account,835794,Closed,7.61,YYYY-36-DD 07:36:SS,YYYY-02-DD 17:02:SS
KFLG25766484328987,2048,Savings account,3866175,Frozen,5.13,YYYY-38-DD 16:38:SS,YYYY-26-DD 01:26:SS
CONO52090056043882,2352,Checking account,4563530,Frozen,7.71,YYYY-28-DD 03:28:SS,YYYY-28-DD 15:28:SS
TNCJ42586285370615,1041,Money market account,3464544,Closed,6.52,YYYY-34-DD 10:34:SS,YYYY-34-DD 10:34:SS
CSHC94077890833520,2195,Checking account,4177467,Closed,8.22,YYYY-14-DD 15:14:SS,YYYY-24-DD 18:24:SS
VEZS38375731367571,1112,Checking account,1047799,Closed,6.97,YYYY-52-DD 07:52:SS,YYYY-40-DD 08:40:SS
WZAP83123512118453,1290,Money market account,610194,Active,8.97,YYYY-31-DD 06:31:SS,YYYY-31-DD 06:31:SS
RYNF98489775972867,1499,Certificate of deposit (CD),3911626,Active,8.78,YYYY-24-DD 10:24:SS,YYYY-01-DD 20:01:SS
TUCL76906654507393,1539,Individual retirement arrangement (IRA),2884715,Active,8.9,YYYY-16-DD 08:16:SS,YYYY-34-DD 02:34:SS
BMUT40393884448663,1895,Money market account,516707,Closed,5.32,YYYY-53-DD 13:53:SS,YYYY-51-DD 12:51:SS
PBAU41192581843373,1375,Certificate of deposit (CD),144106,Closed,5.32,YYYY-52-DD 23:52:SS,YYYY-03-DD 22:03:SS
KBUN20247944324971,1887,Certificate of deposit (CD),585294,Closed,6.51,YYYY-44-DD 04:44:SS,YYYY-38-DD 08:38:SS
EHTJ99129207120712,1998,Individual retirement arrangement (IRA),1396452,Frozen,5.95,YYYY-22-DD 17:22:SS,YYYY-50-DD 20:50:SS
SEEE15373884577403,1357,Checking account,3657595,Frozen,6.54,YYYY-22-DD 07:22:SS,YYYY-01-DD 09:01:SS
SLAL53068452196001,1270,Checking account,1863557,Closed,9,YYYY-13-DD 16:13:SS,YYYY-57-DD 22:57:SS
UMTL08487794036266,2315,Certificate of deposit (CD),4851365,Closed,5.78,YYYY-49-DD 11:49:SS,YYYY-16-DD 09:16:SS
VRSK13877218975233,2305,Certificate of deposit (CD),254118,Active,9.29,YYYY-18-DD 07:18:SS,YYYY-47-DD 04:47:SS
KVZO63743126950515,1834,Brokerage account,4468574,Closed,7.15,YYYY-33-DD 17:33:SS,YYYY-18-DD 06:18:SS
BBAV82273995431974,2492,Individual retirement arrangement (IRA),3634681,Frozen,9.91,YYYY-58-DD 12:58:SS,YYYY-31-DD 09:31:SS
SHPQ14323720711067,1936,Individual retirement arrangement (IRA),3499680,Closed,8.55,YYYY-34-DD 22:34:SS,YYYY-27-DD 02:27:SS
HBYB66245110611324,2005,Savings account,4886668,Closed,6.44,YYYY-29-DD 08:29:SS,YYYY-13-DD 08:13:SS
DGJI29368695925593,2433,Brokerage account,3522282,Frozen,7.8,YYYY-15-DD 14:15:SS,YYYY-25-DD 18:25:SS
FRFS46832056533072,2143,Money market account,3713636,Frozen,9.45,YYYY-23-DD 07:23:SS,YYYY-23-DD 19:23:SS
UXEM39133895821083,1257,Individual retirement arrangement (IRA),3957603,Closed,8.34,YYYY-28-DD 02:28:SS,YYYY-55-DD 19:55:SS
NAIH53968500103065,2381,Savings account,316062,Closed,9.27,YYYY-33-DD 15:33:SS,YYYY-14-DD 18:14:SS
OGYC17539840591648,2044,Checking account,1578137,Active,6.64,YYYY-56-DD 23:56:SS,YYYY-44-DD 15:44:SS
ZTKV24014420482669,2228,Individual retirement arrangement (IRA),4008309,Frozen,9,YYYY-34-DD 04:34:SS,YYYY-03-DD 16:03:SS
UVZJ11140960808979,1001,Savings account,2222612,Closed,9.24,YYYY-05-DD 05:05:SS,YYYY-19-DD 17:19:SS
VWAQ70531179875453,1785,Individual retirement arrangement (IRA),4627260,Frozen,9.81,YYYY-32-DD 06:32:SS,YYYY-38-DD 22:38:SS
OWET02950774114372,2364,Certificate of deposit (CD),1384221,Closed,8.6,YYYY-40-DD 09:40:SS,YYYY-20-DD 06:20:SS
HUNE78366298621246,2092,Brokerage account,2260272,Frozen,7.92,YYYY-01-DD 15:01:SS,YYYY-28-DD 07:28:SS
SFEH59447800252982,2051,Individual retirement arrangement (IRA),873891,Frozen,8.16,YYYY-15-DD 05:15:SS,YYYY-01-DD 13:01:SS
PKER98391225053572,1591,Brokerage account,4118623,Frozen,9.6,YYYY-59-DD 12:59:SS,YYYY-17-DD 04:17:SS
FNAK25807229620601,2404,Certificate of deposit (CD),1261680,Active,6.9,YYYY-39-DD 12:39:SS,YYYY-43-DD 00:43:SS
MZKO24046449701101,1373,Savings account,2588206,Active,7.34,YYYY-17-DD 14:17:SS,YYYY-51-DD 17:51:SS
NMSA52460501000424,2148,Money market account,1764179,Frozen,7.1,YYYY-56-DD 16:56:SS,YYYY-15-DD 17:15:SS
SOQG64995253252494,1751,Money market account,2764561,Frozen,5.5,YYYY-40-DD 19:40:SS,YYYY-48-DD 04:48:SS
NCNP87809013178710,2007,Individual retirement arrangement (IRA),2545684,Closed,9.71,YYYY-41-DD 22:41:SS,YYYY-14-DD 00:14:SS
VTBM61316500928834,1919,Individual retirement arrangement (IRA),578148,Frozen,9.41,YYYY-30-DD 14:30:SS,YYYY-11-DD 16:11:SS
NODT40242941911919,2433,Savings account,3000419,Closed,8.7,YYYY-21-DD 05:21:SS,YYYY-27-DD 09:27:SS
ONGM45587104975916,1353,Money market account,508361,Active,6.64,YYYY-32-DD 12:32:SS,YYYY-33-DD 23:33:SS
ZEDE36190961689685,2308,Certificate of deposit (CD),1562620,Active,8.2,YYYY-13-DD 15:13:SS,YYYY-22-DD 06:22:SS
OXCJ29807902624831,1452,Checking account,4019498,Active,9.32,YYYY-25-DD 03:25:SS,YYYY-43-DD 03:43:SS
RZML50075358499245,1688,Brokerage account,2309834,Frozen,8.55,YYYY-18-DD 16:18:SS,YYYY-32-DD 18:32:SS
VLDE62096228674602,2116,Individual retirement arrangement (IRA),4829775,Active,7.44,YYYY-11-DD 15:11:SS,YYYY-01-DD 22:01:SS
PJWD30723826948117,1430,Certificate of deposit (CD),1457202,Closed,8.2,YYYY-39-DD 16:39:SS,YYYY-10-DD 04:10:SS
AGRM14786566562247,1147,Certificate of deposit (CD),880256,Closed,8.57,YYYY-29-DD 22:29:SS,YYYY-58-DD 05:58:SS
APPR91830202763990,2203,Money market account,2919997,Closed,7.76,YYYY-53-DD 23:53:SS,YYYY-29-DD 04:29:SS
BVAM24840899706605,2218,Brokerage account,678501,Closed,7.7,YYYY-34-DD 01:34:SS,YYYY-10-DD 20:10:SS
DDKP78005941226831,1517,Individual retirement arrangement (IRA),3806235,Frozen,5.46,YYYY-58-DD 21:58:SS,YYYY-50-DD 19:50:SS
JFIW22785350279806,2027,Brokerage account,703114,Active,6.38,YYYY-46-DD 11:46:SS,YYYY-01-DD 02:01:SS
EKVL81829275612422,2135,Brokerage account,4318587,Frozen,7.4,YYYY-50-DD 02:50:SS,YYYY-16-DD 12:16:SS
KPCH85627274560719,2379,Money market account,507116,Active,5.18,YYYY-46-DD 17:46:SS,YYYY-00-DD 04:00:SS
OIGH26941021814998,2491,Money market account,2590110,Closed,7.87,YYYY-33-DD 19:33:SS,YYYY-44-DD 05:44:SS
ADAR54183585481401,2141,Money market account,3380151,Frozen,9.29,YYYY-12-DD 08:12:SS,YYYY-44-DD 21:44:SS
LDBF03026608957915,1864,Savings account,2659733,Frozen,6.8,YYYY-41-DD 10:41:SS,YYYY-34-DD 10:34:SS
PHCX82094260372039,1022,Savings account,4021949,Frozen,6.4,YYYY-53-DD 02:53:SS,YYYY-52-DD 09:52:SS
RYFR25748908112941,1159,Brokerage account,4947574,Active,8.86,YYYY-43-DD 06:43:SS,YYYY-03-DD 02:03:SS
NXKS22839034838116,2114,Checking account,2599060,Frozen,6.2,YYYY-59-DD 21:59:SS,YYYY-37-DD 08:37:SS
GZRZ91182464143975,1061,Money market account,1811948,Active,6.84,YYYY-20-DD 08:20:SS,YYYY-23-DD 20:23:SS
MCOG51639932163992,1188,Money market account,2955877,Closed,9.22,YYYY-54-DD 10:54:SS,YYYY-36-DD 12:36:SS
KHVC43060446176378,1542,Savings account,153453,Active,8.5,YYYY-55-DD 21:55:SS,YYYY-47-DD 12:47:SS
BQSS36705654153083,2067,Checking account,3967673,Active,8.99,YYYY-36-DD 04:36:SS,YYYY-38-DD 16:38:SS
BKCF92363486125132,1490,Brokerage account,4882408,Active,7.47,YYYY-28-DD 05:28:SS,YYYY-23-DD 03:23:SS
NOCZ75097039152937,2055,Individual retirement arrangement (IRA),2511113,Closed,5.83,YYYY-12-DD 08:12:SS,YYYY-08-DD 00:08:SS
UVPI65320077097204,1029,Certificate of deposit (CD),1597824,Active,9.74,YYYY-23-DD 08:23:SS,YYYY-07-DD 21:07:SS
WXPB13884543765667,1381,Brokerage account,2884600,Frozen,7.76,YYYY-45-DD 02:45:SS,YYYY-47-DD 23:47:SS
DMMO58724249917609,2474,Money market account,2790662,Closed,9.61,YYYY-02-DD 22:02:SS,YYYY-46-DD 04:46:SS
RQKE04652216922993,1065,Individual retirement arrangement (IRA),804865,Frozen,9.67,YYYY-29-DD 02:29:SS,YYYY-29-DD 02:29:SS
KEAF18238334747196,1732,Money market account,2259873,Active,9.96,YYYY-51-DD 14:51:SS,YYYY-41-DD 00:41:SS
HWAG03011675758171,2118,Checking account,342100,Frozen,9.15,YYYY-08-DD 17:08:SS,YYYY-06-DD 23:06:SS
WZJA89395622495061,1718,Individual retirement arrangement (IRA),3671198,Active,6.31,YYYY-37-DD 03:37:SS,YYYY-34-DD 23:34:SS
NSVV63699256877751,1222,Certificate of deposit (CD),4077376,Closed,5.73,YYYY-39-DD 20:39:SS,YYYY-14-DD 19:14:SS
YFDX02489651425438,2049,Individual retirement arrangement (IRA),3517861,Active,9.6,YYYY-48-DD 17:48:SS,YYYY-45-DD 14:45:SS
PKGS31631826250811,1581,Individual retirement arrangement (IRA),686088,Active,6.65,YYYY-44-DD 01:44:SS,YYYY-21-DD 12:21:SS
DVRE05218364885512,2209,Certificate of deposit (CD),2301740,Closed,8.67,YYYY-21-DD 09:21:SS,YYYY-08-DD 22:08:SS
SYLU17978314603660,2049,Checking account,2284918,Frozen,6.34,YYYY-07-DD 21:07:SS,YYYY-02-DD 06:02:SS
YNZC00722125833083,1629,Checking account,652115,Frozen,8.87,YYYY-41-DD 15:41:SS,YYYY-02-DD 03:02:SS
GFYB12337730113449,2241,Savings account,157325,Closed,6.13,YYYY-06-DD 05:06:SS,YYYY-58-DD 17:58:SS
SJXL69308392327115,2097,Savings account,1878209,Frozen,8.14,YYYY-06-DD 03:06:SS,YYYY-08-DD 14:08:SS
WQAD46066084587418,2467,Certificate of deposit (CD),2563425,Frozen,7.28,YYYY-22-DD 07:22:SS,YYYY-06-DD 23:06:SS
TFPF96867771040156,1940,Savings account,2152750,Active,9.17,YYYY-47-DD 12:47:SS,YYYY-15-DD 08:15:SS
EWZE39537319698427,1342,Savings account,2146499,Closed,9.99,YYYY-42-DD 00:42:SS,YYYY-18-DD 22:18:SS
CEHM39688413174488,2359,Certificate of deposit (CD),2932863,Active,8.49,YYYY-49-DD 13:49:SS,YYYY-59-DD 07:59:SS
CSQE25806147031635,2114,Brokerage account,2560069,Closed,6.16,YYYY-54-DD 03:54:SS,YYYY-56-DD 21:56:SS
NDKB86668672326612,1323,Individual retirement arrangement (IRA),1100380,Frozen,8.26,YYYY-08-DD 20:08:SS,YYYY-49-DD 02:49:SS
XZSO44608072033999,1344,Money market account,4857931,Active,9.4,YYYY-23-DD 10:23:SS,YYYY-53-DD 17:53:SS
BQCB02684939809716,1894,Brokerage account,854568,Frozen,5.26,YYYY-57-DD 18:57:SS,YYYY-24-DD 23:24:SS
LHKB67614500299000,1852,Savings account,1624688,Frozen,9.51,YYYY-50-DD 10:50:SS,YYYY-47-DD 07:47:SS
ZEVI16163127717572,1736,Savings account,2849617,Frozen,7.37,YYYY-24-DD 01:24:SS,YYYY-04-DD 07:04:SS
UEML82700864565246,1337,Certificate of deposit (CD),4063482,Active,6.18,YYYY-56-DD 22:56:SS,YYYY-45-DD 00:45:SS
FTBW99828307991896,2045,Certificate of deposit (CD),3144759,Frozen,5.24,YYYY-09-DD 09:09:SS,YYYY-38-DD 14:38:SS
MVOR84446698380660,1477,Individual retirement arrangement (IRA),1326227,Frozen,8.85,YYYY-29-DD 20:29:SS,YYYY-48-DD 02:48:SS
EYHO38660722943258,1570,Certificate of deposit (CD),4110642,Frozen,8.43,YYYY-56-DD 18:56:SS,YYYY-34-DD 14:34:SS
SAKH12269097181328,1903,Checking account,2123087,Frozen,5.89,YYYY-22-DD 22:22:SS,YYYY-22-DD 22:22:SS
FLTC60452510085309,1599,Savings account,3137231,Closed,9.25,YYYY-21-DD 08:21:SS,YYYY-55-DD 07:55:SS
SZWJ21415968732168,1195,Brokerage account,825348,Closed,9.64,YYYY-11-DD 09:11:SS,YYYY-56-DD 10:56:SS
IRTH67279206059863,1123,Brokerage account,308357,Frozen,5.38,YYYY-47-DD 06:47:SS,YYYY-38-DD 07:38:SS
TTIU36904359151877,2450,Brokerage account,502991,Frozen,8.17,YYYY-05-DD 02:05:SS,YYYY-49-DD 23:49:SS
MDFF54611729649352,1972,Savings account,2923787,Closed,5.49,YYYY-35-DD 05:35:SS,YYYY-36-DD 09:36:SS
BOKV14777377855145,1486,Savings account,2447034,Active,5.12,YYYY-25-DD 14:25:SS,YYYY-04-DD 04:04:SS
CBBX71339153837696,1051,Individual retirement arrangement (IRA),4791162,Frozen,8.72,YYYY-27-DD 02:27:SS,YYYY-44-DD 22:44:SS
TOCF77873937832266,2351,Brokerage account,3449349,Frozen,6.62,YYYY-07-DD 08:07:SS,YYYY-41-DD 05:41:SS
PJEH70250263235527,2465,Certificate of deposit (CD),4622223,Closed,7.83,YYYY-16-DD 16:16:SS,YYYY-40-DD 14:40:SS
KANW05629228491412,1715,Savings account,1804245,Active,8.92,YYYY-55-DD 10:55:SS,YYYY-24-DD 08:24:SS
OBKW71909069290885,1490,Checking account,415907,Active,6.66,YYYY-42-DD 15:42:SS,YYYY-47-DD 11:47:SS
RWQT29589546440106,1721,Individual retirement arrangement (IRA),2213113,Closed,9.87,YYYY-33-DD 10:33:SS,YYYY-13-DD 17:13:SS
CXXD83275898247633,2203,Certificate of deposit (CD),2941388,Active,8.2,YYYY-29-DD 20:29:SS,YYYY-09-DD 09:09:SS
JHKT77298251293338,2378,Money market account,2204709,Closed,6.28,YYYY-37-DD 11:37:SS,YYYY-24-DD 06:24:SS
ESYP95774970577146,2044,Money market account,735694,Closed,5.37,YYYY-52-DD 23:52:SS,YYYY-36-DD 09:36:SS
FHWO57943293123928,1791,Money market account,3667779,Active,9.41,YYYY-21-DD 09:21:SS,YYYY-05-DD 17:05:SS
HHOH71853353246624,1869,Brokerage account,4278279,Closed,6.57,YYYY-43-DD 15:43:SS,YYYY-13-DD 12:13:SS
HPTE17827349339480,1350,Certificate of deposit (CD),2813274,Active,7.56,YYYY-06-DD 11:06:SS,YYYY-43-DD 12:43:SS
JMID15257720906793,2462,Brokerage account,2281390,Frozen,7.59,YYYY-10-DD 18:10:SS,YYYY-02-DD 20:02:SS
FDCF83355765727694,2309,Certificate of deposit (CD),4430283,Active,8.21,YYYY-28-DD 22:28:SS,YYYY-29-DD 15:29:SS
KYUF03101319076394,1292,Savings account,1552485,Closed,8.9,YYYY-31-DD 13:31:SS,YYYY-54-DD 13:54:SS
TQNB35707487411472,1013,Checking account,4742940,Closed,8.65,YYYY-09-DD 12:09:SS,YYYY-18-DD 07:18:SS
TXRO95609635536660,1153,Checking account,4344712,Active,7.2,YYYY-24-DD 18:24:SS,YYYY-10-DD 21:10:SS
TIVZ43883224834739,1432,Checking account,4205941,Active,7.2,YYYY-20-DD 04:20:SS,YYYY-34-DD 10:34:SS
ZOGI94274393506336,1864,Individual retirement arrangement (IRA),1684975,Frozen,9.2,YYYY-39-DD 09:39:SS,YYYY-28-DD 10:28:SS
JCCP94106884182983,1675,Savings account,2165968,Frozen,9.81,YYYY-21-DD 02:21:SS,YYYY-27-DD 15:27:SS
VDHP08962970634259,1438,Savings account,2275490,Frozen,6.83,YYYY-08-DD 02:08:SS,YYYY-04-DD 09:04:SS
DWNM47335044096049,2258,Brokerage account,1170153,Closed,8.16,YYYY-11-DD 03:11:SS,YYYY-12-DD 03:12:SS
ONIE73799727081248,1200,Checking account,1703475,Frozen,5.47,YYYY-36-DD 04:36:SS,YYYY-32-DD 06:32:SS
UWXX32045715801974,1780,Brokerage account,115613,Active,7.68,YYYY-10-DD 01:10:SS,YYYY-00-DD 16:00:SS
PJSY62143012791551,1862,Money market account,1339748,Active,8.57,YYYY-08-DD 09:08:SS,YYYY-58-DD 07:58:SS
ZPSO99711461195508,2338,Brokerage account,2990094,Frozen,5.23,YYYY-56-DD 15:56:SS,YYYY-50-DD 15:50:SS
IUNU65489282400704,1547,Certificate of deposit (CD),4334664,Active,9.94,YYYY-20-DD 13:20:SS,YYYY-56-DD 07:56:SS
YSLW93895409981225,2455,Individual retirement arrangement (IRA),3436192,Closed,8.14,YYYY-15-DD 03:15:SS,YYYY-21-DD 07:21:SS
VBRL41528337238030,2084,Certificate of deposit (CD),574014,Closed,8.61,YYYY-09-DD 15:09:SS,YYYY-56-DD 23:56:SS
DLXN07341465912361,2087,Brokerage account,4864039,Active,7.25,YYYY-51-DD 04:51:SS,YYYY-42-DD 14:42:SS
ICCQ66777477102698,1214,Individual retirement arrangement (IRA),4934048,Active,5.9,YYYY-42-DD 07:42:SS,YYYY-06-DD 16:06:SS
XKQC55615887636311,2285,Money market account,2978407,Active,5.27,YYYY-56-DD 01:56:SS,YYYY-48-DD 06:48:SS
TZOO14139326604712,1925,Brokerage account,4473244,Frozen,7.66,YYYY-52-DD 06:52:SS,YYYY-00-DD 17:00:SS
SUFK64292531945235,1748,Brokerage account,3559778,Frozen,6.35,YYYY-42-DD 05:42:SS,YYYY-12-DD 01:12:SS
JKGG73567151812499,1317,Certificate of deposit (CD),2064327,Frozen,8.27,YYYY-16-DD 17:16:SS,YYYY-20-DD 08:20:SS
BQHN85472287734103,1108,Checking account,2482758,Active,7.21,YYYY-55-DD 02:55:SS,YYYY-45-DD 13:45:SS
LKPR18644939537628,1909,Certificate of deposit (CD),2888986,Closed,6.54,YYYY-18-DD 22:18:SS,YYYY-18-DD 07:18:SS
CJZA96926081832622,1633,Money market account,3682611,Active,8.53,YYYY-59-DD 05:59:SS,YYYY-22-DD 09:22:SS
NTSD45054357445113,1573,Checking account,630459,Frozen,5.2,YYYY-53-DD 02:53:SS,YYYY-10-DD 07:10:SS
LAJY88157713439283,2230,Checking account,3608268,Closed,8.63,YYYY-26-DD 06:26:SS,YYYY-00-DD 01:00:SS
EFTS13078195677195,1428,Individual retirement arrangement (IRA),4035644,Closed,8.8,YYYY-59-DD 18:59:SS,YYYY-41-DD 20:41:SS
LBOE70391077918898,2454,Brokerage account,4122201,Active,8.36,YYYY-08-DD 09:08:SS,YYYY-10-DD 19:10:SS
CNVQ68808509459917,1894,Checking account,725129,Closed,8.4,YYYY-43-DD 08:43:SS,YYYY-25-DD 08:25:SS
LVNW74103332226139,1518,Individual retirement arrangement (IRA),1104940,Closed,8.61,YYYY-46-DD 10:46:SS,YYYY-37-DD 11:37:SS
AKIM06608952213727,2239,Individual retirement arrangement (IRA),1442432,Closed,7.82,YYYY-43-DD 12:43:SS,YYYY-39-DD 17:39:SS
TNGW15849632092092,1816,Checking account,3285542,Frozen,9.64,YYYY-51-DD 05:51:SS,YYYY-33-DD 21:33:SS
YQCY81206256135161,2495,Money market account,2758811,Closed,9.53,YYYY-56-DD 22:56:SS,YYYY-21-DD 20:21:SS
HQBL72521885841377,1390,Savings account,3237754,Active,8.5,YYYY-04-DD 11:04:SS,YYYY-34-DD 14:34:SS
CRNR50749158151422,1531,Money market account,2534477,Active,9.71,YYYY-27-DD 11:27:SS,YYYY-16-DD 22:16:SS
QQTG08960860712700,2239,Brokerage account,2087347,Active,9.12,YYYY-32-DD 10:32:SS,YYYY-18-DD 02:18:SS
IXGS62608996309459,1333,Checking account,2074772,Closed,5.47,YYYY-56-DD 22:56:SS,YYYY-30-DD 17:30:SS
ISLQ15710377566065,2324,Checking account,3381873,Active,7.3,YYYY-25-DD 16:25:SS,YYYY-50-DD 02:50:SS
HJMP91029921743894,1225,Certificate of deposit (CD),3410226,Closed,8.22,YYYY-45-DD 08:45:SS,YYYY-22-DD 11:22:SS
DBHO38140276394661,1963,Savings account,1790876,Frozen,5.53,YYYY-03-DD 23:03:SS,YYYY-58-DD 07:58:SS
GUTR58883196371293,1955,Brokerage account,2962976,Frozen,6.28,YYYY-54-DD 13:54:SS,YYYY-54-DD 17:54:SS
TGBE92248048899226,2089,Brokerage account,3191529,Closed,6.79,YYYY-06-DD 04:06:SS,YYYY-13-DD 19:13:SS
NLAS60566379071689,2089,Brokerage account,842776,Closed,6.79,YYYY-59-DD 21:59:SS,YYYY-41-DD 04:41:SS
BOXH55490232412379,1063,Certificate of deposit (CD),2993223,Active,9.93,YYYY-23-DD 02:23:SS,YYYY-56-DD 08:56:SS
OGJP17779064368662,1818,Savings account,3010813,Closed,5.44,YYYY-18-DD 05:18:SS,YYYY-57-DD 11:57:SS
XEPU58501433712068,2040,Checking account,4869336,Active,8.6,YYYY-10-DD 05:10:SS,YYYY-28-DD 20:28:SS
MYHQ99710661717257,1340,Brokerage account,2103923,Closed,7.39,YYYY-23-DD 21:23:SS,YYYY-05-DD 16:05:SS
JUDA15555991929122,2496,Brokerage account,3001009,Closed,5.63,YYYY-47-DD 00:47:SS,YYYY-27-DD 16:27:SS
YNZB04672519744180,2010,Brokerage account,4353620,Active,7.8,YYYY-26-DD 02:26:SS,YYYY-35-DD 17:35:SS
SDTC77885773058089,1764,Individual retirement arrangement (IRA),3004126,Frozen,9.3,YYYY-31-DD 09:31:SS,YYYY-17-DD 05:17:SS
XNLM15011632473199,1481,Savings account,3057556,Frozen,5.71,YYYY-17-DD 12:17:SS,YYYY-14-DD 16:14:SS
JGMB69701451781369,1070,Savings account,209210,Active,7.34,YYYY-16-DD 07:16:SS,YYYY-14-DD 11:14:SS
CKVV19562770220508,1168,Individual retirement arrangement (IRA),579177,Active,7.9,YYYY-38-DD 21:38:SS,YYYY-39-DD 12:39:SS
SEUI77101781465139,1086,Brokerage account,4782194,Active,5.25,YYYY-51-DD 04:51:SS,YYYY-02-DD 04:02:SS
AMLW55281081191466,2294,Certificate of deposit (CD),2842998,Active,9.86,YYYY-12-DD 06:12:SS,YYYY-46-DD 05:46:SS
NMYL06850240605169,1655,Checking account,3550205,Closed,6.76,YYYY-21-DD 18:21:SS,YYYY-21-DD 00:21:SS
PDDZ00295765818091,1544,Certificate of deposit (CD),2675347,Active,7.71,YYYY-11-DD 14:11:SS,YYYY-00-DD 11:00:SS
SGFR93586626353154,1930,Certificate of deposit (CD),1211500,Closed,8.15,YYYY-48-DD 07:48:SS,YYYY-46-DD 08:46:SS
QQWC27936165989281,1078,Checking account,2769754,Closed,9.43,YYYY-59-DD 22:59:SS,YYYY-01-DD 11:01:SS
ELZJ67248491759152,2172,Certificate of deposit (CD),942941,Closed,7.52,YYYY-27-DD 14:27:SS,YYYY-40-DD 01:40:SS
AGEE43561378782842,1394,Individual retirement arrangement (IRA),3887893,Closed,5.54,YYYY-17-DD 05:17:SS,YYYY-00-DD 16:00:SS
NZLT43450832117310,2419,Brokerage account,2630099,Closed,6.44,YYYY-37-DD 13:37:SS,YYYY-18-DD 18:18:SS
