INVESTMENTACCOUNTID,CUSTOMERID,ACCOUNTTYPE,INVESTMENTSTATUS,INVESTMENTSTARTDATE,INVESTMENTENDDATE,RETURNS,INVESTMENTPORTFOLIO
PLKF88256332540231,1502,Fixed Deposits,Active,YYYY-18-DD 21:18:SS,YYYY-24-DD 00:24:SS,11.8,45261893
ESAF57900148604572,1354,Mutual Funds,Active,YYYY-59-DD 22:59:SS,YYYY-51-DD 15:51:SS,10.9,83823411
CUGT25458784781529,1188,Mutual Funds,Closed,YYYY-04-DD 09:04:SS,YYYY-04-DD 09:04:SS,14.18,00439978
YIOT28372807109889,1498,Mutual Funds,Active,YYYY-52-DD 17:52:SS,YYYY-33-DD 03:33:SS,7.8,91040442
BHOT93281128778165,1981,Mutual Funds,Closed,YYYY-37-DD 01:37:SS,YYYY-38-DD 11:38:SS,15.63,72095645
ZMXQ18100779472440,1742,Fixed Deposits,Closed,YYYY-23-DD 01:23:SS,YYYY-40-DD 06:40:SS,12.25,00676922
WLYM18599866171697,1800,Mutual Funds,Active,YYYY-06-DD 19:06:SS,YYYY-06-DD 17:06:SS,12.82,21025044
MEFT89794768267805,1176,Stocks,Closed,YYYY-02-DD 08:02:SS,YYYY-35-DD 13:35:SS,9.27,23243798
CITK63153403888605,1922,Stocks,Closed,YYYY-31-DD 18:31:SS,YYYY-54-DD 03:54:SS,19.39,75266240
ZBLM62227791940761,2441,Stocks,Active,YYYY-39-DD 23:39:SS,YYYY-30-DD 01:30:SS,18.89,04351726
DYRT85599953657030,1952,Stocks,Active,YYYY-34-DD 14:34:SS,YYYY-34-DD 23:34:SS,15.5,59057840
APQZ74016668592811,1356,Stocks,Active,YYYY-20-DD 02:20:SS,YYYY-26-DD 05:26:SS,5.45,95927022
CFOA57326218444224,1662,Stocks,Closed,YYYY-13-DD 10:13:SS,YYYY-13-DD 10:13:SS,14.99,74390281
JBKN39781173405067,1734,Stocks,Closed,YYYY-52-DD 02:52:SS,YYYY-45-DD 22:45:SS,9.19,02041919
HRFA86320409629873,2159,Mutual Funds,Closed,YYYY-53-DD 20:53:SS,YYYY-38-DD 20:38:SS,18.6,04738626
LRPN80296242371073,1023,Fixed Deposits,Active,YYYY-02-DD 22:02:SS,YYYY-01-DD 15:01:SS,15.29,73253594
IBPZ12392772392727,1152,Mutual Funds,Closed,YYYY-21-DD 08:21:SS,YYYY-30-DD 20:30:SS,13.25,39010612
VYKZ57572115280649,2459,Fixed Deposits,Active,YYYY-42-DD 10:42:SS,YYYY-17-DD 21:17:SS,13.69,78292352
FHSI52405760375434,1914,Stocks,Closed,YYYY-59-DD 07:59:SS,YYYY-03-DD 03:03:SS,13.46,14825958
UVEY62304986162800,2408,Fixed Deposits,Active,YYYY-15-DD 10:15:SS,YYYY-35-DD 03:35:SS,10.2,45498145
YDYU17938432265783,1225,Mutual Funds,Active,YYYY-05-DD 22:05:SS,YYYY-44-DD 03:44:SS,16.4,57374314
EWDF04023419787426,1270,Mutual Funds,Active,YYYY-33-DD 22:33:SS,YYYY-42-DD 21:42:SS,6.84,35845928
KETH36824121048930,1797,Mutual Funds,Active,YYYY-02-DD 20:02:SS,YYYY-11-DD 23:11:SS,16.45,77029874
IZTR77105890002740,1768,Fixed Deposits,Active,YYYY-05-DD 08:05:SS,YYYY-05-DD 08:05:SS,15.94,19494647
VZSX03701896388241,1296,Mutual Funds,Closed,YYYY-29-DD 23:29:SS,YYYY-57-DD 10:57:SS,15.16,99246198
OAMS80744612583949,1681,Mutual Funds,Active,YYYY-54-DD 22:54:SS,YYYY-54-DD 22:54:SS,14.3,70716641
CEBJ20965984529403,2059,Fixed Deposits,Active,YYYY-12-DD 08:12:SS,YYYY-12-DD 08:12:SS,8.77,67497003
HEIO79400974053175,1947,Mutual Funds,Closed,YYYY-26-DD 13:26:SS,YYYY-26-DD 13:26:SS,17.62,20477806
NKNZ42242090052792,1343,Stocks,Closed,YYYY-44-DD 14:44:SS,YYYY-43-DD 23:43:SS,18.56,83383366
NKGY52576273141008,1532,Mutual Funds,Closed,YYYY-59-DD 10:59:SS,YYYY-30-DD 03:30:SS,12.89,67227761
LLGZ48154381697882,1323,Stocks,Active,YYYY-53-DD 21:53:SS,YYYY-53-DD 21:53:SS,13.26,57108087
CDYY05134071315022,1691,Mutual Funds,Active,YYYY-47-DD 00:47:SS,YYYY-35-DD 03:35:SS,12.36,46971951
FNVE82421061005968,1884,Stocks,Active,YYYY-05-DD 13:05:SS,YYYY-58-DD 12:58:SS,14.72,52722899
GICI31991362726874,1898,Mutual Funds,Closed,YYYY-23-DD 19:23:SS,YYYY-50-DD 13:50:SS,18.6,86506410
NVKD07137094245592,1021,Stocks,Closed,YYYY-32-DD 23:32:SS,YYYY-50-DD 03:50:SS,5.2,40285795
VGIU79315478432992,1842,Fixed Deposits,Closed,YYYY-40-DD 06:40:SS,YYYY-20-DD 16:20:SS,9.65,35802532
BEHZ87274674896526,2147,Mutual Funds,Active,YYYY-47-DD 10:47:SS,YYYY-16-DD 03:16:SS,10.75,92765412
NMDB63337552693053,2128,Stocks,Active,YYYY-23-DD 11:23:SS,YYYY-23-DD 05:23:SS,15.38,04123323
ZVIB13736121870157,1976,Stocks,Active,YYYY-52-DD 22:52:SS,YYYY-52-DD 22:52:SS,13.42,85333871
VPAS51708586672296,1765,Stocks,Closed,YYYY-13-DD 07:13:SS,YYYY-31-DD 07:31:SS,5.35,93862615
HUYQ41942116114909,2280,Stocks,Closed,YYYY-32-DD 16:32:SS,YYYY-19-DD 19:19:SS,12.96,60987662
PGQX59983435018575,1237,Fixed Deposits,Closed,YYYY-00-DD 07:00:SS,YYYY-00-DD 14:00:SS,18.38,53549921
BCDK63588958076729,1812,Fixed Deposits,Active,YYYY-27-DD 12:27:SS,YYYY-20-DD 16:20:SS,8.18,02223209
JGYP50789441821748,1846,Mutual Funds,Closed,YYYY-40-DD 11:40:SS,YYYY-22-DD 16:22:SS,17.2,71291116
QYUT98724450841552,1877,Fixed Deposits,Active,YYYY-45-DD 07:45:SS,YYYY-12-DD 14:12:SS,19.92,61206182
AAGS03835808971544,1457,Mutual Funds,Closed,YYYY-58-DD 08:58:SS,YYYY-43-DD 12:43:SS,10.34,89219768
RWYX76594661017543,1419,Stocks,Active,YYYY-39-DD 21:39:SS,YYYY-46-DD 14:46:SS,17.16,99295899
PQWE76577015009033,1869,Fixed Deposits,Closed,YYYY-37-DD 01:37:SS,YYYY-40-DD 01:40:SS,19.79,53958457
QQXK95050823807740,1775,Mutual Funds,Closed,YYYY-48-DD 18:48:SS,YYYY-28-DD 18:28:SS,8.48,07434372
BUMH80049117385851,2402,Mutual Funds,Active,YYYY-24-DD 14:24:SS,YYYY-24-DD 14:24:SS,18.86,01291278
BDBK01380883034324,1398,Mutual Funds,Active,YYYY-22-DD 05:22:SS,YYYY-31-DD 20:31:SS,6.86,31594806
IBKQ91092386539704,1923,Mutual Funds,Closed,YYYY-10-DD 05:10:SS,YYYY-22-DD 19:22:SS,13.73,61863163
HIRB93874920303716,1966,Fixed Deposits,Active,YYYY-33-DD 13:33:SS,YYYY-31-DD 14:31:SS,16.59,35738725
TVOY03042838931057,2372,Mutual Funds,Active,YYYY-34-DD 18:34:SS,YYYY-03-DD 21:03:SS,5.82,36355532
AJLI96165017117858,2006,Fixed Deposits,Active,YYYY-27-DD 06:27:SS,YYYY-29-DD 17:29:SS,13.21,22005458
PQKX29402123183545,2236,Stocks,Active,YYYY-00-DD 09:00:SS,YYYY-35-DD 11:35:SS,14.61,95604947
JNXG38514780252958,1269,Mutual Funds,Closed,YYYY-56-DD 07:56:SS,YYYY-56-DD 07:56:SS,19.58,71911311
RAGX38342334126833,2480,Fixed Deposits,Closed,YYYY-21-DD 07:21:SS,YYYY-39-DD 03:39:SS,5.55,42785675
QTEU88505145290738,2179,Fixed Deposits,Closed,YYYY-45-DD 18:45:SS,YYYY-44-DD 00:44:SS,13.14,17237987
KUHZ58359062099026,2101,Fixed Deposits,Closed,YYYY-04-DD 10:04:SS,YYYY-24-DD 14:24:SS,19.34,67802241
FLFV36204851876425,1623,Fixed Deposits,Active,YYYY-09-DD 18:09:SS,YYYY-29-DD 10:29:SS,13.93,63986396
TLQG74055341469862,1670,Fixed Deposits,Closed,YYYY-37-DD 16:37:SS,YYYY-10-DD 23:10:SS,9.7,38593307
SPMZ11164426050969,1274,Stocks,Active,YYYY-20-DD 08:20:SS,YYYY-39-DD 00:39:SS,16.5,20897130
SLVA59549597914048,1986,Stocks,Closed,YYYY-27-DD 23:27:SS,YYYY-02-DD 07:02:SS,11.55,69829857
OBIM76099867237834,1213,Stocks,Closed,YYYY-23-DD 19:23:SS,YYYY-45-DD 17:45:SS,19.99,07519765
YPQR34736074268568,2443,Stocks,Closed,YYYY-17-DD 15:17:SS,YYYY-06-DD 14:06:SS,8.14,27064177
OTEL11697395751592,1699,Stocks,Closed,YYYY-13-DD 08:13:SS,YYYY-09-DD 01:09:SS,10.72,25267273
VRUY54294892649285,1107,Stocks,Active,YYYY-53-DD 20:53:SS,YYYY-43-DD 10:43:SS,13.29,53522863
BNAP19138127673325,2144,Stocks,Active,YYYY-49-DD 03:49:SS,YYYY-24-DD 19:24:SS,16.2,00664493
WYOK52353174033220,2443,Stocks,Active,YYYY-43-DD 09:43:SS,YYYY-52-DD 07:52:SS,12.36,26010212
DYUD70909942686081,1582,Stocks,Closed,YYYY-49-DD 00:49:SS,YYYY-28-DD 22:28:SS,10.3,40558592
OPOM36300654863584,2364,Stocks,Active,YYYY-50-DD 08:50:SS,YYYY-58-DD 02:58:SS,18.74,28065647
HBLC30543172477434,1057,Fixed Deposits,Active,YYYY-08-DD 19:08:SS,YYYY-05-DD 13:05:SS,11.68,46059154
YKRY30152108896460,1024,Stocks,Closed,YYYY-06-DD 11:06:SS,YYYY-56-DD 14:56:SS,11.55,85668997
LYBL63794988143738,2233,Mutual Funds,Closed,YYYY-28-DD 07:28:SS,YYYY-06-DD 09:06:SS,12.74,33433899
GJUA53369688940994,1226,Mutual Funds,Active,YYYY-52-DD 05:52:SS,YYYY-46-DD 00:46:SS,6.9,94374773
ATRD17343211036838,1056,Mutual Funds,Closed,YYYY-56-DD 12:56:SS,YYYY-49-DD 17:49:SS,17.27,77301437
DHXL21222350957466,1216,Stocks,Active,YYYY-47-DD 14:47:SS,YYYY-39-DD 01:39:SS,7.85,74899463
CQCX98204662000827,2048,Mutual Funds,Active,YYYY-23-DD 08:23:SS,YYYY-53-DD 13:53:SS,9.7,52674525
SFXY79814475587314,1844,Stocks,Active,YYYY-18-DD 21:18:SS,YYYY-08-DD 20:08:SS,15.24,29895939
BSDJ60793088956609,2498,Fixed Deposits,Active,YYYY-17-DD 08:17:SS,YYYY-25-DD 07:25:SS,13.59,29108305
OTJV86407113234923,1802,Stocks,Closed,YYYY-15-DD 13:15:SS,YYYY-15-DD 13:15:SS,16.1,51632670
AFXH43494377715549,2443,Fixed Deposits,Closed,YYYY-46-DD 19:46:SS,YYYY-44-DD 14:44:SS,15.98,97907091
XFKE62682093818789,1465,Stocks,Active,YYYY-05-DD 17:05:SS,YYYY-18-DD 00:18:SS,13.95,54371538
CTPZ02552923447185,2236,Stocks,Active,YYYY-28-DD 20:28:SS,YYYY-28-DD 03:28:SS,10.12,55793315
PWQT12459753412821,1850,Mutual Funds,Active,YYYY-54-DD 22:54:SS,YYYY-03-DD 19:03:SS,12.6,72572290
MFMF99426429268645,1681,Stocks,Active,YYYY-12-DD 04:12:SS,YYYY-32-DD 23:32:SS,7.86,52562747
TMQE24602115906047,1185,Fixed Deposits,Closed,YYYY-20-DD 03:20:SS,YYYY-23-DD 16:23:SS,17.87,21444111
DLAN71952583778617,1949,Mutual Funds,Closed,YYYY-22-DD 03:22:SS,YYYY-15-DD 17:15:SS,13.43,91292728
CYIF74703035980804,1954,Fixed Deposits,Closed,YYYY-00-DD 09:00:SS,YYYY-00-DD 09:00:SS,16.4,55555098
KHTJ65941286707239,1339,Stocks,Closed,YYYY-00-DD 13:00:SS,YYYY-31-DD 11:31:SS,8.63,24812054
ESFW94716466077072,1244,Stocks,Active,YYYY-51-DD 11:51:SS,YYYY-54-DD 22:54:SS,16.53,39874474
ZGCZ50237192579646,2322,Stocks,Closed,YYYY-00-DD 16:00:SS,YYYY-00-DD 16:00:SS,9.4,21265914
VYWR54947668020737,1262,Mutual Funds,Closed,YYYY-20-DD 04:20:SS,YYYY-20-DD 04:20:SS,15.7,72203958
AQFF73870276543986,2430,Stocks,Closed,YYYY-36-DD 12:36:SS,YYYY-47-DD 08:47:SS,6.29,39145277
SINW47312102075498,2103,Fixed Deposits,Active,YYYY-48-DD 15:48:SS,YYYY-42-DD 13:42:SS,17.62,68478933
FXQO83049188595008,1849,Stocks,Active,YYYY-38-DD 00:38:SS,YYYY-57-DD 07:57:SS,8.83,47186958
HJUX51016517011208,1610,Fixed Deposits,Active,YYYY-52-DD 19:52:SS,YYYY-50-DD 16:50:SS,10.67,29292042
HTHD79686642337393,1553,Fixed Deposits,Closed,YYYY-35-DD 11:35:SS,YYYY-52-DD 02:52:SS,6,45349539
NMCM47282915189694,1126,Fixed Deposits,Closed,YYYY-11-DD 13:11:SS,YYYY-11-DD 13:11:SS,19.22,25481594
VFXP01319119265089,1404,Stocks,Closed,YYYY-41-DD 12:41:SS,YYYY-30-DD 17:30:SS,8.75,38253102
GEME25288628342397,1007,Mutual Funds,Closed,YYYY-10-DD 10:10:SS,YYYY-32-DD 01:32:SS,12.39,90076718
SQWH39500650271489,1426,Fixed Deposits,Closed,YYYY-00-DD 17:00:SS,YYYY-25-DD 06:25:SS,17.46,33075433
PAGO58656203631664,1921,Stocks,Active,YYYY-51-DD 23:51:SS,YYYY-15-DD 23:15:SS,9.74,28822455
DDVM85169892709089,2256,Mutual Funds,Active,YYYY-31-DD 06:31:SS,YYYY-16-DD 10:16:SS,8.96,45433672
TXMB70352832407852,1063,Mutual Funds,Active,YYYY-54-DD 01:54:SS,YYYY-45-DD 13:45:SS,12.81,52188244
LNXV55020183905883,1552,Fixed Deposits,Active,YYYY-11-DD 14:11:SS,YYYY-01-DD 14:01:SS,14.53,49226515
JOXP26492190992415,1347,Stocks,Active,YYYY-14-DD 20:14:SS,YYYY-43-DD 16:43:SS,15.45,29452682
IRXK35318368008054,2012,Stocks,Active,YYYY-08-DD 15:08:SS,YYYY-41-DD 10:41:SS,12.12,79676564
HUVL17510842619035,2001,Fixed Deposits,Closed,YYYY-32-DD 19:32:SS,YYYY-29-DD 01:29:SS,13.85,47221802
XDEW67102291650773,1746,Fixed Deposits,Closed,YYYY-54-DD 02:54:SS,YYYY-11-DD 05:11:SS,6.55,95015231
FIQV30234102139213,1886,Fixed Deposits,Active,YYYY-08-DD 17:08:SS,YYYY-55-DD 02:55:SS,8.31,28090991
YZJI70773357384433,2013,Fixed Deposits,Closed,YYYY-02-DD 00:02:SS,YYYY-13-DD 23:13:SS,12.8,60172488
ZNQI65275272663354,1184,Fixed Deposits,Active,YYYY-17-DD 09:17:SS,YYYY-40-DD 15:40:SS,10.4,72999295
NDFX72008276602168,1880,Stocks,Closed,YYYY-27-DD 10:27:SS,YYYY-45-DD 19:45:SS,7.29,10579831
LDRM60419347695621,1752,Stocks,Active,YYYY-31-DD 19:31:SS,YYYY-32-DD 11:32:SS,19.9,89534939
YAVD40908857120101,1885,Mutual Funds,Closed,YYYY-42-DD 15:42:SS,YYYY-10-DD 00:10:SS,19.68,16023604
MJQZ78148781153190,2204,Fixed Deposits,Closed,YYYY-22-DD 09:22:SS,YYYY-58-DD 02:58:SS,18.17,63707410
MKOF54141677951128,1133,Stocks,Closed,YYYY-44-DD 05:44:SS,YYYY-39-DD 00:39:SS,13.47,84398895
PAFG14333099205405,1834,Stocks,Closed,YYYY-26-DD 23:26:SS,YYYY-33-DD 15:33:SS,14.71,45391002
ZXYN80364262958486,2053,Mutual Funds,Closed,YYYY-42-DD 11:42:SS,YYYY-39-DD 07:39:SS,6.18,14389498
LZBF13253843677578,2426,Mutual Funds,Active,YYYY-42-DD 17:42:SS,YYYY-42-DD 17:42:SS,12.41,11477488
IDOZ92241211248344,2208,Stocks,Closed,YYYY-38-DD 19:38:SS,YYYY-49-DD 01:49:SS,17.91,50768097
SRXZ57429504059328,1467,Mutual Funds,Closed,YYYY-41-DD 08:41:SS,YYYY-13-DD 11:13:SS,5.35,19933405
VMAZ74837102411566,1781,Stocks,Active,YYYY-55-DD 16:55:SS,YYYY-35-DD 04:35:SS,6.28,98920327
RHUX48759369523085,2489,Mutual Funds,Active,YYYY-00-DD 23:00:SS,YYYY-15-DD 05:15:SS,5.57,91410580
ZCWM74972683274460,1428,Mutual Funds,Active,YYYY-54-DD 16:54:SS,YYYY-34-DD 01:34:SS,6.7,86191104
CFBD90853488355222,2366,Fixed Deposits,Active,YYYY-33-DD 22:33:SS,YYYY-59-DD 19:59:SS,17.94,26309163
OOOK98703680554044,1212,Mutual Funds,Closed,YYYY-00-DD 17:00:SS,YYYY-49-DD 13:49:SS,9.78,89620342
TVXN06912197021458,1987,Stocks,Closed,YYYY-59-DD 21:59:SS,YYYY-16-DD 16:16:SS,7.44,68512132
AJHS37637130851748,1005,Fixed Deposits,Active,YYYY-20-DD 01:20:SS,YYYY-01-DD 08:01:SS,5.52,17745734
LVEC81487053281071,1615,Mutual Funds,Active,YYYY-38-DD 07:38:SS,YYYY-26-DD 04:26:SS,7.9,12330874
GOBP02467411877128,1437,Stocks,Closed,YYYY-03-DD 22:03:SS,YYYY-02-DD 09:02:SS,6.86,73378570
VUDY55687551491112,2131,Stocks,Active,YYYY-00-DD 10:00:SS,YYYY-33-DD 02:33:SS,17.12,86635295
EDPB64900905310717,2109,Fixed Deposits,Active,YYYY-42-DD 15:42:SS,YYYY-54-DD 12:54:SS,16.35,55220484
SETK44801706751703,1703,Stocks,Closed,YYYY-57-DD 14:57:SS,YYYY-27-DD 07:27:SS,16.14,63876543
ZCES66077930722449,1084,Fixed Deposits,Closed,YYYY-52-DD 23:52:SS,YYYY-40-DD 11:40:SS,14.47,10189658
KMHX27749764650591,2372,Mutual Funds,Active,YYYY-28-DD 01:28:SS,YYYY-28-DD 01:28:SS,10.62,72070109
KSLV06235627308556,1508,Fixed Deposits,Closed,YYYY-41-DD 06:41:SS,YYYY-59-DD 15:59:SS,14.43,39414564
JWWR31996919712571,1263,Stocks,Active,YYYY-23-DD 01:23:SS,YYYY-36-DD 21:36:SS,19.11,82335229
AJLB99101906349299,1655,Stocks,Active,YYYY-46-DD 05:46:SS,YYYY-27-DD 23:27:SS,15.98,08322050
OEQD64567163704005,2018,Mutual Funds,Closed,YYYY-39-DD 11:39:SS,YYYY-04-DD 20:04:SS,17.54,09018808
HWOQ75115312664283,2347,Fixed Deposits,Closed,YYYY-30-DD 02:30:SS,YYYY-38-DD 10:38:SS,6.93,27358016
CEED02060885734638,1797,Fixed Deposits,Active,YYYY-13-DD 08:13:SS,YYYY-34-DD 19:34:SS,9.81,88669076
FKHW90588569896895,1324,Mutual Funds,Closed,YYYY-30-DD 15:30:SS,YYYY-48-DD 01:48:SS,12.15,18428988
NNTL36882857628132,1321,Fixed Deposits,Active,YYYY-20-DD 23:20:SS,YYYY-18-DD 00:18:SS,19.51,43491858
BLIP12308458204238,1863,Fixed Deposits,Closed,YYYY-14-DD 15:14:SS,YYYY-51-DD 21:51:SS,13.12,04524885
OIXU36395038669112,2365,Stocks,Active,YYYY-41-DD 00:41:SS,YYYY-18-DD 15:18:SS,19.41,33374895
BXFA04633257740233,1483,Fixed Deposits,Active,YYYY-37-DD 14:37:SS,YYYY-12-DD 11:12:SS,9.49,22619204
DNTO27557913628421,1744,Fixed Deposits,Active,YYYY-56-DD 18:56:SS,YYYY-05-DD 18:05:SS,17.1,64662251
MIIU40614785049077,2494,Stocks,Active,YYYY-18-DD 04:18:SS,YYYY-15-DD 12:15:SS,11.16,28942733
TLAN68015027650249,1195,Mutual Funds,Closed,YYYY-08-DD 11:08:SS,YYYY-42-DD 09:42:SS,15.86,69723261
CGFU82136735742795,1126,Stocks,Closed,YYYY-22-DD 08:22:SS,YYYY-07-DD 16:07:SS,19.37,57916804
IUHR68368962427409,2096,Stocks,Active,YYYY-50-DD 02:50:SS,YYYY-02-DD 15:02:SS,7.87,73546351
RRYZ07233985519416,1695,Mutual Funds,Closed,YYYY-51-DD 04:51:SS,YYYY-58-DD 10:58:SS,7.95,21360510
FTYW18647078068624,2203,Fixed Deposits,Active,YYYY-32-DD 15:32:SS,YYYY-32-DD 15:32:SS,8.1,86628600
XCTN10608972682751,2176,Mutual Funds,Active,YYYY-25-DD 17:25:SS,YYYY-38-DD 23:38:SS,15.71,74194124
BKJD12155927149542,1400,Fixed Deposits,Active,YYYY-11-DD 17:11:SS,YYYY-24-DD 14:24:SS,9.6,67523788
ZNWH94064121852819,2127,Mutual Funds,Active,YYYY-33-DD 15:33:SS,YYYY-42-DD 10:42:SS,11.4,10781746
VZQH55264003139536,1304,Fixed Deposits,Closed,YYYY-12-DD 08:12:SS,YYYY-16-DD 12:16:SS,7.45,31954839
TYWY74254166093710,2180,Stocks,Closed,YYYY-54-DD 17:54:SS,YYYY-54-DD 17:54:SS,12.59,23841901
EXMA92488857150364,1550,Mutual Funds,Closed,YYYY-50-DD 05:50:SS,YYYY-36-DD 10:36:SS,8.51,14510151
FUJR52502442743340,1433,Mutual Funds,Active,YYYY-19-DD 04:19:SS,YYYY-19-DD 04:19:SS,14.47,04973393
OJPM17082113572931,1052,Stocks,Active,YYYY-21-DD 22:21:SS,YYYY-14-DD 08:14:SS,8.8,69378140
HPET97442577527350,2485,Stocks,Closed,YYYY-18-DD 13:18:SS,YYYY-53-DD 14:53:SS,9.4,71547800
ADNC55170547473479,1606,Mutual Funds,Closed,YYYY-33-DD 12:33:SS,YYYY-18-DD 14:18:SS,14.56,59933816
XPHX42020333454287,1088,Stocks,Active,YYYY-18-DD 12:18:SS,YYYY-18-DD 12:18:SS,5.43,06422578
PDSR39742689571640,2376,Mutual Funds,Closed,YYYY-23-DD 05:23:SS,YYYY-23-DD 05:23:SS,12.94,49199093
CJEK65505144779819,1984,Mutual Funds,Closed,YYYY-25-DD 19:25:SS,YYYY-21-DD 15:21:SS,8.66,41961780
UHCC57959604092785,1269,Fixed Deposits,Closed,YYYY-50-DD 11:50:SS,YYYY-07-DD 13:07:SS,11.8,16800236
WCTE04889931461105,1783,Stocks,Closed,YYYY-09-DD 13:09:SS,YYYY-20-DD 07:20:SS,11.31,11075189
KLQX87693438020777,1134,Fixed Deposits,Closed,YYYY-17-DD 12:17:SS,YYYY-17-DD 20:17:SS,11.86,17942126
BNGM02701870523666,2287,Fixed Deposits,Closed,YYYY-53-DD 13:53:SS,YYYY-20-DD 05:20:SS,12.5,09410978
KKAX35138934664219,1837,Mutual Funds,Active,YYYY-16-DD 01:16:SS,YYYY-07-DD 18:07:SS,5.38,72981153
FFFZ12632014915229,1155,Stocks,Closed,YYYY-45-DD 08:45:SS,YYYY-05-DD 10:05:SS,8.89,65681299
LSBG82243123115511,1935,Mutual Funds,Closed,YYYY-30-DD 06:30:SS,YYYY-26-DD 03:26:SS,13.12,43539505
PUTF50584851388192,1773,Stocks,Active,YYYY-33-DD 09:33:SS,YYYY-45-DD 23:45:SS,10.79,43443772
AONQ89489891275197,2423,Mutual Funds,Active,YYYY-50-DD 00:50:SS,YYYY-07-DD 05:07:SS,9.72,60857323
UQAA91498901598519,2344,Stocks,Active,YYYY-23-DD 09:23:SS,YYYY-04-DD 05:04:SS,7.17,72100424
GBUZ34865290168499,1432,Fixed Deposits,Closed,YYYY-34-DD 08:34:SS,YYYY-41-DD 12:41:SS,6.56,73149583
ISWB38065990643711,2213,Fixed Deposits,Active,YYYY-35-DD 20:35:SS,YYYY-19-DD 04:19:SS,13.38,92325715
LGJJ04320056171053,2104,Fixed Deposits,Active,YYYY-12-DD 16:12:SS,YYYY-19-DD 08:19:SS,7.59,38262630
WZLC78089561494769,1513,Mutual Funds,Closed,YYYY-12-DD 21:12:SS,YYYY-52-DD 12:52:SS,18.9,84107404
TCZY66980137342745,1968,Stocks,Closed,YYYY-11-DD 20:11:SS,YYYY-34-DD 08:34:SS,11.34,10220832
XACZ05752583665318,1395,Mutual Funds,Closed,YYYY-12-DD 15:12:SS,YYYY-12-DD 15:12:SS,11.3,97973720
PCFB60390412024916,1404,Mutual Funds,Active,YYYY-36-DD 02:36:SS,YYYY-01-DD 02:01:SS,8.61,35354529
VFIR91400346347381,1314,Fixed Deposits,Closed,YYYY-44-DD 20:44:SS,YYYY-44-DD 20:44:SS,9.6,22552839
EMWJ49270625197952,1277,Mutual Funds,Closed,YYYY-30-DD 19:30:SS,YYYY-14-DD 05:14:SS,5.68,28458951
NFRB94327172033561,1474,Stocks,Active,YYYY-44-DD 21:44:SS,YYYY-44-DD 21:44:SS,12.71,02161839
GDWL77004410801742,1470,Mutual Funds,Active,YYYY-12-DD 07:12:SS,YYYY-10-DD 05:10:SS,13.28,54397200
XDYF95896428811876,1335,Fixed Deposits,Active,YYYY-13-DD 05:13:SS,YYYY-11-DD 03:11:SS,15.55,19614700
OGNO66094440135402,2206,Mutual Funds,Closed,YYYY-49-DD 10:49:SS,YYYY-49-DD 10:49:SS,17.59,27916292
TKOC70168189490826,1291,Stocks,Active,YYYY-00-DD 00:00:SS,YYYY-00-DD 00:00:SS,11.41,60257840
AWYL89719842019478,1066,Stocks,Closed,YYYY-07-DD 23:07:SS,YYYY-54-DD 14:54:SS,13.39,37759438
WEYX84462052339176,2394,Fixed Deposits,Active,YYYY-00-DD 16:00:SS,YYYY-51-DD 15:51:SS,15.4,41687840
UCIU41485432317359,1859,Fixed Deposits,Active,YYYY-10-DD 19:10:SS,YYYY-36-DD 07:36:SS,18.1,73702252
YDBX38237957940883,1095,Fixed Deposits,Active,YYYY-12-DD 22:12:SS,YYYY-52-DD 10:52:SS,17.5,19990323
AALO95363141318555,2076,Fixed Deposits,Active,YYYY-53-DD 14:53:SS,YYYY-22-DD 05:22:SS,5.94,37314071
AMHW91050574172271,1545,Stocks,Active,YYYY-37-DD 15:37:SS,YYYY-14-DD 19:14:SS,9.81,26689715
BBCH92077746222146,2155,Fixed Deposits,Active,YYYY-56-DD 04:56:SS,YYYY-03-DD 16:03:SS,19.54,65022641
MLTY15493283990709,1808,Fixed Deposits,Closed,YYYY-19-DD 07:19:SS,YYYY-10-DD 16:10:SS,18.81,15405463
MNRZ99431076376654,2357,Mutual Funds,Active,YYYY-08-DD 03:08:SS,YYYY-55-DD 11:55:SS,11.37,85761834
MBQW06538533261262,1742,Mutual Funds,Active,YYYY-49-DD 04:49:SS,YYYY-23-DD 22:23:SS,12.91,46510662
CUPH40888811759661,1768,Fixed Deposits,Active,YYYY-23-DD 02:23:SS,YYYY-23-DD 02:23:SS,18.56,80434993
JCSS19672568560422,1309,Mutual Funds,Closed,YYYY-39-DD 13:39:SS,YYYY-27-DD 09:27:SS,7.66,30497207
VZBA88157973383094,2146,Fixed Deposits,Active,YYYY-14-DD 09:14:SS,YYYY-14-DD 09:14:SS,10.99,28256830
DLXC07041078157389,1459,Fixed Deposits,Closed,YYYY-44-DD 07:44:SS,YYYY-42-DD 10:42:SS,19.33,00133685
VNIO28160307614779,2348,Stocks,Closed,YYYY-16-DD 23:16:SS,YYYY-15-DD 20:15:SS,15.69,52404436
ZLCM76973051409622,2359,Mutual Funds,Closed,YYYY-24-DD 23:24:SS,YYYY-30-DD 08:30:SS,14.87,12673469
XKCT46771791410813,2231,Fixed Deposits,Active,YYYY-21-DD 09:21:SS,YYYY-31-DD 02:31:SS,10.23,20872502
RGLE64952032470988,2320,Stocks,Closed,YYYY-52-DD 05:52:SS,YYYY-06-DD 13:06:SS,7.83,49051452
