TRANSACTIONID,ACCOUNTID,TRANSACTIONTYPE,AMOUNT,TRANSACTIONDATE,TRANSACTIONSTATUS
12480,UZPK24696478605992,Checks,44989,YYYY-42-DD 03:42:SS,Failed
12481,GKMV08525637043974,Wire Transfers,5860,YYYY-45-DD 19:45:SS,Failed
12482,NBCM62359982832665,Online Payments,3509,YYYY-19-DD 15:19:SS,Completed
12483,RFNK04257692942226,Withdrawal,41545,YYYY-43-DD 11:43:SS,Pending
12484,KSDS12261737286143,Deposit,31956,YYYY-50-DD 09:50:SS,Completed
12485,QTJD54579647079915,Withdrawal,20225,YYYY-19-DD 05:19:SS,Pending
12486,HPPJ91327045379989,Cash Withdrawals,39988,YYYY-19-DD 04:19:SS,Pending
12487,BGBY44690209232042,Wire Transfers,7708,YYYY-54-DD 02:54:SS,Failed
12488,EQSQ90190819221457,Withdrawal,37468,YYYY-26-DD 12:26:SS,Pending
12489,NRXE45366472158329,Checks,26849,YYYY-32-DD 14:32:SS,Failed
12490,DNQO40715449282169,Wire Transfers,1486,YYYY-36-DD 19:36:SS,Failed
12491,SOIL23799640560289,Online Payments,13577,YYYY-56-DD 04:56:SS,Pending
12492,ZWPS63125415580856,Wire Transfers,35788,YYYY-43-DD 21:43:SS,Pending
12493,GSDX84757810177480,Wire Transfers,42545,YYYY-08-DD 22:08:SS,Failed
12494,XUCC79694583087255,Cash Withdrawals,17825,YYYY-50-DD 20:50:SS,Pending
12495,VEQW66300829058966,Cash Withdrawals,32818,YYYY-23-DD 17:23:SS,Failed
12496,KBXO46291982935066,Withdrawal,8487,YYYY-43-DD 01:43:SS,Completed
12497,MSPP46044428915438,Withdrawal,46515,YYYY-23-DD 06:23:SS,Completed
12498,TIOU78893793942600,Withdrawal,3953,YYYY-49-DD 12:49:SS,Completed
12499,UXEM39133895821083,Cash Withdrawals,35076,YYYY-45-DD 13:45:SS,Pending
12500,WLQB12337407510743,Checks,25738,YYYY-48-DD 07:48:SS,Failed
12501,VECX45753007608536,Withdrawal,36648,YYYY-22-DD 14:22:SS,Pending
12502,HTGD62209474592647,Checks,30526,YYYY-55-DD 08:55:SS,Pending
12503,PEWK05043323321073,Checks,18910,YYYY-17-DD 18:17:SS,Pending
12504,RYFR25748908112941,Withdrawal,35247,YYYY-05-DD 13:05:SS,Pending
12505,LMPD75680816380545,Cash Withdrawals,44044,YYYY-13-DD 04:13:SS,Failed
12506,GOCA33417834975017,Checks,12881,YYYY-55-DD 21:55:SS,Pending
12507,KTKZ28701354602007,Wire Transfers,18694,YYYY-56-DD 18:56:SS,Failed
12508,NHDG87976845599278,Online Payments,10080,YYYY-08-DD 09:08:SS,Pending
12509,DKZY39313199900090,Withdrawal,34392,YYYY-07-DD 15:07:SS,Completed
12510,JPVX61929466543361,Cash Withdrawals,36086,YYYY-42-DD 14:42:SS,Pending
12511,POMT71502413645394,Cash Withdrawals,42274,YYYY-48-DD 10:48:SS,Failed
12512,AIHQ20691855751789,Checks,35904,YYYY-19-DD 02:19:SS,Pending
12513,MMIY98100970772311,Deposit,7199,YYYY-14-DD 02:14:SS,Completed
12514,MRDP95999484035073,Deposit,2279,YYYY-30-DD 23:30:SS,Failed
12515,BHGD13478417011822,Withdrawal,26149,YYYY-30-DD 05:30:SS,Pending
12516,TVHM47480958851447,Checks,5530,YYYY-25-DD 13:25:SS,Pending
12517,GLJA23792571734302,Deposit,38435,YYYY-06-DD 13:06:SS,Pending
12518,GNDQ31803444262516,Withdrawal,28945,YYYY-52-DD 13:52:SS,Completed
12519,NYUU70387909101653,Withdrawal,26424,YYYY-32-DD 05:32:SS,Completed
12520,GLHR26376446108036,Deposit,28308,YYYY-23-DD 02:23:SS,Completed
12521,BYNA51444135321953,Wire Transfers,47410,YYYY-18-DD 04:18:SS,Pending
12522,ZOKU37666957175966,Checks,28347,YYYY-52-DD 01:52:SS,Pending
12523,SUKJ89857481934718,Online Payments,17027,YYYY-56-DD 15:56:SS,Pending
12524,IIPJ35311600043551,Deposit,3907,YYYY-50-DD 20:50:SS,Completed
12525,GFWA36766802624867,Checks,1494,YYYY-17-DD 08:17:SS,Failed
12526,WZYC04405385005049,Wire Transfers,39329,YYYY-28-DD 15:28:SS,Failed
12527,HTDP38415964752081,Withdrawal,4090,YYYY-22-DD 12:22:SS,Completed
12528,PREF93130289286280,Deposit,8368,YYYY-21-DD 00:21:SS,Failed
12529,ZQPI93186361487541,Cash Withdrawals,27522,YYYY-59-DD 17:59:SS,Pending
12530,GOSD74876420124100,Wire Transfers,18406,YYYY-32-DD 13:32:SS,Pending
12531,OAJE12146488244465,Deposit,33518,YYYY-17-DD 03:17:SS,Completed
12532,XEZQ00680439717715,Cash Withdrawals,36605,YYYY-20-DD 13:20:SS,Failed
12533,DFQV43325545652085,Withdrawal,49739,YYYY-30-DD 13:30:SS,Completed
12534,MIXF24931679235332,Wire Transfers,4480,YYYY-24-DD 21:24:SS,Failed
12535,CRIB29952322303233,Cash Withdrawals,49709,YYYY-19-DD 11:19:SS,Pending
12536,MXMR02223813764243,Withdrawal,28638,YYYY-44-DD 19:44:SS,Failed
12537,NKHN04832999636023,Cash Withdrawals,3876,YYYY-41-DD 03:41:SS,Completed
12538,RYRU50763364438464,Cash Withdrawals,23293,YYYY-30-DD 19:30:SS,Completed
12539,EMYF18860771816083,Online Payments,38038,YYYY-15-DD 05:15:SS,Pending
12540,USND79640016819141,Wire Transfers,39468,YYYY-48-DD 01:48:SS,Completed
12541,CGLX53664406813863,Withdrawal,14787,YYYY-09-DD 03:09:SS,Pending
12542,TXYM99814236171730,Cash Withdrawals,22167,YYYY-48-DD 01:48:SS,Failed
12543,PUEJ91116218929354,Checks,15806,YYYY-48-DD 00:48:SS,Failed
12544,IEVI56893353610653,Deposit,49955,YYYY-15-DD 00:15:SS,Completed
12545,OLPM08742869373910,Online Payments,23005,YYYY-20-DD 06:20:SS,Pending
12546,QLVF02987127132562,Withdrawal,7610,YYYY-05-DD 04:05:SS,Pending
12547,CCPH22558875020148,Withdrawal,32603,YYYY-02-DD 16:02:SS,Pending
12548,KJYM26889128734896,Checks,39720,YYYY-08-DD 10:08:SS,Failed
12549,JVYV40605260329778,Deposit,8864,YYYY-26-DD 16:26:SS,Completed
12550,ZHPY63677501264964,Withdrawal,23093,YYYY-43-DD 11:43:SS,Pending
12551,BYNA51444135321953,Withdrawal,31621,YYYY-40-DD 18:40:SS,Completed
12552,HBKK59972670488296,Cash Withdrawals,40485,YYYY-15-DD 16:15:SS,Completed
12553,HSYA08178210709805,Withdrawal,48697,YYYY-34-DD 16:34:SS,Pending
12554,VCRX18603521268097,Withdrawal,40915,YYYY-24-DD 07:24:SS,Pending
12555,OFOJ41548284210784,Wire Transfers,15315,YYYY-38-DD 23:38:SS,Completed
12556,WQTJ03619339740743,Deposit,47531,YYYY-03-DD 20:03:SS,Failed
12557,ESEX58059864421807,Deposit,45888,YYYY-13-DD 08:13:SS,Completed
12558,FUXS53169468025912,Withdrawal,4325,YYYY-02-DD 10:02:SS,Pending
12559,UUPK90765051078906,Wire Transfers,45007,YYYY-50-DD 19:50:SS,Completed
12560,IRRK53610583283589,Wire Transfers,17487,YYYY-43-DD 06:43:SS,Failed
12561,YPXO96511230472156,Cash Withdrawals,5427,YYYY-38-DD 22:38:SS,Completed
12562,TVHM47480958851447,Withdrawal,8192,YYYY-55-DD 00:55:SS,Failed
12563,EGNI66557047705144,Online Payments,20976,YYYY-31-DD 07:31:SS,Failed
12564,ONDV85565705678769,Checks,43864,YYYY-18-DD 14:18:SS,Completed
12565,XGLS16618978700823,Withdrawal,36051,YYYY-56-DD 13:56:SS,Pending
12566,RMRK80131189970567,Deposit,4895,YYYY-52-DD 20:52:SS,Completed
12567,ROQU04343684339216,Deposit,47683,YYYY-55-DD 23:55:SS,Failed
12568,GSJB02407250725098,Online Payments,29927,YYYY-01-DD 03:01:SS,Pending
12569,LZVB60236705135166,Cash Withdrawals,46369,YYYY-05-DD 04:05:SS,Failed
12570,EDGR40899556023587,Wire Transfers,44933,YYYY-50-DD 14:50:SS,Completed
12571,QGQH93503445619199,Withdrawal,37570,YYYY-17-DD 14:17:SS,Pending
12572,OKGY76709684917731,Cash Withdrawals,17260,YYYY-33-DD 21:33:SS,Completed
12573,GSDX84757810177480,Online Payments,31720,YYYY-27-DD 16:27:SS,Pending
12574,GBOT53164648014146,Withdrawal,48544,YYYY-18-DD 12:18:SS,Failed
12575,PJWD30723826948117,Checks,9088,YYYY-45-DD 18:45:SS,Pending
12576,MXGQ75373352447372,Cash Withdrawals,26525,YYYY-41-DD 05:41:SS,Completed
12577,JUDA15555991929122,Wire Transfers,27371,YYYY-26-DD 05:26:SS,Pending
12578,MRZH87177589422400,Online Payments,30259,YYYY-06-DD 21:06:SS,Completed
12579,ZCBO38637742751121,Deposit,29893,YYYY-25-DD 03:25:SS,Failed
12580,ROQU04343684339216,Checks,5896,YYYY-22-DD 15:22:SS,Failed
12581,TBZJ47216220506746,Wire Transfers,28642,YYYY-49-DD 17:49:SS,Failed
12582,OHZZ22767456800255,Deposit,22673,YYYY-25-DD 06:25:SS,Completed
12583,HLKT65945394071439,Online Payments,22982,YYYY-50-DD 00:50:SS,Pending
12584,KDUR70610143190176,Cash Withdrawals,6057,YYYY-56-DD 21:56:SS,Failed
12585,NUAG37896097844190,Checks,11426,YYYY-22-DD 17:22:SS,Failed
12586,CUSP00622359754594,Cash Withdrawals,34976,YYYY-46-DD 09:46:SS,Failed
12587,PRMK79105095204207,Deposit,42246,YYYY-25-DD 06:25:SS,Completed
12588,HMCC99201980960762,Wire Transfers,17010,YYYY-50-DD 01:50:SS,Failed
12589,SFJK04731326732027,Deposit,2864,YYYY-36-DD 13:36:SS,Failed
12590,WZSE41783350493478,Withdrawal,27489,YYYY-40-DD 23:40:SS,Completed
12591,RELL50381143626409,Wire Transfers,38348,YYYY-14-DD 14:14:SS,Pending
12592,RYPT61850774726194,Cash Withdrawals,15041,YYYY-18-DD 08:18:SS,Failed
12593,KRFD08439244538001,Online Payments,5821,YYYY-17-DD 10:17:SS,Completed
12594,KTMI85533661846520,Cash Withdrawals,4091,YYYY-34-DD 17:34:SS,Pending
12595,JNUC39305191720573,Withdrawal,15954,YYYY-52-DD 14:52:SS,Completed
12596,FHPL78105301587498,Online Payments,23809,YYYY-30-DD 21:30:SS,Pending
12597,ULRQ92615728239745,Online Payments,43303,YYYY-42-DD 20:42:SS,Failed
12598,RDNR40009951809530,Deposit,12766,YYYY-39-DD 17:39:SS,Failed
12599,JSXW61110023500665,Cash Withdrawals,35625,YYYY-20-DD 20:20:SS,Completed
12600,ZUSE58643535653721,Withdrawal,9935,YYYY-53-DD 20:53:SS,Failed
12601,GCSX45815035242950,Wire Transfers,6070,YYYY-41-DD 23:41:SS,Completed
12602,WQQL32580056126018,Online Payments,9631,YYYY-28-DD 08:28:SS,Pending
12603,JSXW61110023500665,Deposit,32996,YYYY-41-DD 07:41:SS,Pending
12604,NGZH63375998746001,Cash Withdrawals,6402,YYYY-35-DD 04:35:SS,Completed
12605,UYLM75512897931950,Online Payments,34848,YYYY-43-DD 02:43:SS,Completed
12606,ZXUV20129238682416,Cash Withdrawals,13900,YYYY-16-DD 15:16:SS,Completed
12607,RROG37885207018653,Cash Withdrawals,20451,YYYY-24-DD 06:24:SS,Failed
12608,MEYU26501520334099,Deposit,9365,YYYY-56-DD 23:56:SS,Pending
12609,PGHM86610253621833,Checks,31809,YYYY-16-DD 01:16:SS,Failed
12610,EXDR24810019328413,Withdrawal,7603,YYYY-16-DD 12:16:SS,Pending
12611,BAIT99286421201537,Deposit,46711,YYYY-15-DD 14:15:SS,Pending
12612,YNVU85672165447422,Wire Transfers,34736,YYYY-07-DD 18:07:SS,Pending
12613,CRNR50749158151422,Deposit,31366,YYYY-24-DD 06:24:SS,Pending
12614,BNIE52878801738287,Cash Withdrawals,37357,YYYY-31-DD 02:31:SS,Completed
12615,LRVW70250698116814,Online Payments,1921,YYYY-20-DD 11:20:SS,Failed
12616,JGUQ14265727665104,Cash Withdrawals,46362,YYYY-58-DD 21:58:SS,Failed
12617,NCDS47620760927939,Cash Withdrawals,7386,YYYY-03-DD 16:03:SS,Failed
12618,MXUG97602870379001,Deposit,48194,YYYY-50-DD 15:50:SS,Pending
12619,GOIL41229093009749,Checks,33393,YYYY-36-DD 08:36:SS,Completed
12620,IYWW17132989925225,Online Payments,23039,YYYY-30-DD 22:30:SS,Completed
12621,PXGM01128196706743,Checks,29702,YYYY-59-DD 06:59:SS,Completed
12622,CXXD83275898247633,Cash Withdrawals,32079,YYYY-24-DD 21:24:SS,Pending
12623,UITZ07464000279135,Deposit,36609,YYYY-27-DD 14:27:SS,Pending
12624,ZEUV14083183111321,Withdrawal,42162,YYYY-13-DD 06:13:SS,Failed
12625,ZEDE36190961689685,Checks,21705,YYYY-35-DD 00:35:SS,Failed
12626,LQMY39861840169143,Wire Transfers,41356,YYYY-35-DD 02:35:SS,Pending
12627,TOON23991019919476,Deposit,5456,YYYY-44-DD 03:44:SS,Pending
12628,QJBS93761829793113,Online Payments,20613,YYYY-15-DD 23:15:SS,Failed
12629,KAJU72513333923686,Checks,8173,YYYY-41-DD 07:41:SS,Pending
12630,FGJB55759242235713,Online Payments,4289,YYYY-55-DD 13:55:SS,Pending
12631,TIMH04322948873128,Cash Withdrawals,20934,YYYY-48-DD 01:48:SS,Pending
12632,LJYD94884075271470,Deposit,28095,YYYY-11-DD 10:11:SS,Completed
12633,SXQF90502399749484,Deposit,30971,YYYY-47-DD 10:47:SS,Completed
12634,YMSZ39567326417913,Deposit,49438,YYYY-43-DD 03:43:SS,Pending
12635,IXGS62608996309459,Deposit,7290,YYYY-41-DD 06:41:SS,Completed
12636,XAML40883461817056,Deposit,29824,YYYY-17-DD 08:17:SS,Completed
12637,FTLP25557614623525,Cash Withdrawals,32659,YYYY-27-DD 07:27:SS,Failed
12638,LADS47517037062775,Checks,39547,YYYY-33-DD 14:33:SS,Pending
12639,GQVY32982352074279,Online Payments,33601,YYYY-26-DD 01:26:SS,Completed
12640,GWIH23721638588794,Checks,48817,YYYY-17-DD 10:17:SS,Pending
12641,SPLU89851484032089,Wire Transfers,38283,YYYY-45-DD 05:45:SS,Completed
12642,DEEG29414222055686,Online Payments,26762,YYYY-20-DD 04:20:SS,Failed
12643,XONN64189365159114,Withdrawal,4121,YYYY-29-DD 03:29:SS,Pending
12644,KWGD55448770965581,Cash Withdrawals,22000,YYYY-19-DD 12:19:SS,Pending
12645,KYUF03101319076394,Deposit,33070,YYYY-42-DD 14:42:SS,Pending
12646,KBVI66540983438665,Wire Transfers,42391,YYYY-53-DD 15:53:SS,Failed
12647,EAWX74818618918243,Deposit,10534,YYYY-26-DD 12:26:SS,Pending
12648,DQSQ15174024554036,Online Payments,41723,YYYY-10-DD 10:10:SS,Pending
12649,ONKU83361795142539,Wire Transfers,24350,YYYY-04-DD 00:04:SS,Pending
12650,JZGS43967605003810,Withdrawal,29494,YYYY-26-DD 22:26:SS,Failed
12651,SQUJ93556172070084,Online Payments,30323,YYYY-31-DD 20:31:SS,Pending
12652,XZGB02720169881460,Cash Withdrawals,7202,YYYY-17-DD 19:17:SS,Failed
12653,FDCF83355765727694,Online Payments,36851,YYYY-25-DD 00:25:SS,Failed
12654,ALJU35204485063724,Withdrawal,33851,YYYY-17-DD 02:17:SS,Pending
12655,JRVJ87831904689197,Cash Withdrawals,37267,YYYY-57-DD 11:57:SS,Pending
12656,IBPW23361303682353,Withdrawal,2959,YYYY-31-DD 00:31:SS,Pending
12657,WKFK81902216382292,Deposit,21816,YYYY-53-DD 05:53:SS,Failed
12658,GVAO37049439539131,Checks,35378,YYYY-15-DD 18:15:SS,Pending
12659,NJJG53628667427572,Cash Withdrawals,30805,YYYY-16-DD 10:16:SS,Failed
12660,XRBC47846691402171,Deposit,43870,YYYY-05-DD 03:05:SS,Completed
12661,QKEH56094308441155,Online Payments,13579,YYYY-38-DD 21:38:SS,Completed
12662,OVIJ25785740498314,Checks,30274,YYYY-47-DD 22:47:SS,Pending
12663,MXAD51919233594546,Wire Transfers,6857,YYYY-31-DD 14:31:SS,Failed
12664,QGTV11625582952873,Checks,27314,YYYY-42-DD 15:42:SS,Completed
12665,RGKG67508986398550,Withdrawal,25603,YYYY-28-DD 11:28:SS,Failed
12666,VKJD26607264593163,Withdrawal,10418,YYYY-08-DD 18:08:SS,Pending
12667,VQAV82525832948862,Deposit,44237,YYYY-05-DD 05:05:SS,Completed
12668,NPWT80065442587280,Online Payments,46142,YYYY-07-DD 17:07:SS,Failed
12669,HCCV33313036911889,Withdrawal,25179,YYYY-01-DD 12:01:SS,Failed
12670,WTAB22706673312743,Online Payments,12253,YYYY-02-DD 04:02:SS,Failed
12671,HNEP35399528699758,Wire Transfers,45048,YYYY-00-DD 22:00:SS,Completed
12672,HSDY05340416777455,Withdrawal,38803,YYYY-40-DD 20:40:SS,Failed
12673,CJGQ30371670642169,Cash Withdrawals,42978,YYYY-35-DD 05:35:SS,Failed
12674,PNYT24880120689436,Cash Withdrawals,33011,YYYY-08-DD 08:08:SS,Failed
12675,VBTL86242926582130,Online Payments,8875,YYYY-53-DD 10:53:SS,Failed
12676,IBFM60242498334226,Cash Withdrawals,17531,YYYY-01-DD 04:01:SS,Failed
12677,PLSD19425769271750,Withdrawal,15543,YYYY-06-DD 14:06:SS,Completed
12678,VSZR53313844746394,Deposit,35528,YYYY-51-DD 20:51:SS,Completed
12679,RKXW72644265267894,Withdrawal,10159,YYYY-34-DD 10:34:SS,Failed
12680,YXAR19542347984459,Online Payments,11159,YYYY-18-DD 00:18:SS,Pending
12681,DQSQ15174024554036,Checks,32609,YYYY-03-DD 23:03:SS,Failed
12682,KSSR73546082308600,Checks,33159,YYYY-59-DD 12:59:SS,Pending
12683,CDSU21017952215443,Cash Withdrawals,44546,YYYY-26-DD 19:26:SS,Failed
12684,MYIK49591899460308,Deposit,5812,YYYY-05-DD 22:05:SS,Pending
12685,KPED87679027097041,Checks,23458,YYYY-43-DD 04:43:SS,Completed
12686,FMBM98201051754131,Checks,34609,YYYY-30-DD 16:30:SS,Pending
12687,ONBZ46996951006351,Withdrawal,27902,YYYY-06-DD 06:06:SS,Completed
12688,DKNG13063524001972,Online Payments,20870,YYYY-45-DD 00:45:SS,Completed
12689,DWXB36885988204653,Online Payments,16468,YYYY-35-DD 06:35:SS,Pending
12690,GADE36379352324443,Checks,25285,YYYY-34-DD 22:34:SS,Completed
12691,BXUR25997819818313,Online Payments,21039,YYYY-48-DD 11:48:SS,Pending
12692,ZLKY15205046112830,Wire Transfers,4453,YYYY-33-DD 22:33:SS,Completed
12693,TBGT10764411121339,Cash Withdrawals,32369,YYYY-20-DD 21:20:SS,Pending
12694,JGVN34035822679872,Withdrawal,8331,YYYY-01-DD 01:01:SS,Pending
12695,VUIS98515576961863,Cash Withdrawals,1428,YYYY-19-DD 05:19:SS,Failed
12696,UENI24208743291354,Deposit,12631,YYYY-36-DD 15:36:SS,Completed
12697,XFGS63802486422072,Online Payments,16298,YYYY-45-DD 05:45:SS,Completed
12698,MLSI62793058515818,Withdrawal,35857,YYYY-03-DD 07:03:SS,Failed
12699,EIVU78781996451715,Checks,46808,YYYY-15-DD 13:15:SS,Pending
12700,FXUO00958110278502,Checks,13051,YYYY-36-DD 02:36:SS,Pending
12701,XNAU39902944191846,Online Payments,20613,YYYY-44-DD 06:44:SS,Pending
12702,WDUQ55198371138953,Wire Transfers,37613,YYYY-58-DD 14:58:SS,Pending
12703,QLMD78609009596537,Checks,5061,YYYY-06-DD 07:06:SS,Failed
12704,RJNN61376256044076,Withdrawal,40416,YYYY-10-DD 09:10:SS,Failed
12705,QDRS53591379046842,Online Payments,2034,YYYY-21-DD 03:21:SS,Failed
12706,WNFC48530950651984,Cash Withdrawals,3123,YYYY-12-DD 10:12:SS,Pending
12707,RMRK80131189970567,Cash Withdrawals,26410,YYYY-06-DD 07:06:SS,Failed
12708,VSTR21350330208361,Checks,13130,YYYY-39-DD 07:39:SS,Failed
12709,MBWM45917712711848,Wire Transfers,11671,YYYY-12-DD 22:12:SS,Failed
12710,XHRB35540367835685,Checks,46220,YYYY-16-DD 05:16:SS,Pending
12711,WRFT92573875969469,Deposit,29101,YYYY-59-DD 17:59:SS,Pending
12712,UWGJ68389492322224,Checks,39893,YYYY-29-DD 02:29:SS,Completed
12713,XHGD45050401914467,Online Payments,33267,YYYY-32-DD 02:32:SS,Pending
12714,XHBJ72422517207155,Checks,11319,YYYY-28-DD 11:28:SS,Completed
12715,MZEM19264845771582,Checks,40819,YYYY-53-DD 15:53:SS,Completed
12716,IXAQ84979652878830,Checks,47901,YYYY-13-DD 15:13:SS,Failed
12717,XJFV20791544083342,Cash Withdrawals,38561,YYYY-37-DD 12:37:SS,Pending
12718,GOIL41229093009749,Deposit,7421,YYYY-08-DD 11:08:SS,Completed
12719,FXOW99873139541447,Checks,11880,YYYY-48-DD 12:48:SS,Pending
12720,FTBW99828307991896,Deposit,1075,YYYY-08-DD 16:08:SS,Failed
12721,IEUW80736933075445,Deposit,45201,YYYY-30-DD 18:30:SS,Pending
12722,EOGU96209486327407,Cash Withdrawals,18846,YYYY-41-DD 23:41:SS,Pending
12723,XMNI24780207886086,Checks,27461,YYYY-16-DD 02:16:SS,Pending
12724,AXDE67456904858956,Checks,7427,YYYY-14-DD 10:14:SS,Failed
12725,DMMO58724249917609,Wire Transfers,9203,YYYY-07-DD 00:07:SS,Pending
12726,EDLR23404789007369,Checks,44683,YYYY-03-DD 11:03:SS,Completed
12727,FGQF70291465841003,Checks,40430,YYYY-36-DD 00:36:SS,Failed
12728,SRST22965373755984,Online Payments,27869,YYYY-29-DD 01:29:SS,Completed
12729,YICQ35056684513947,Wire Transfers,9688,YYYY-25-DD 00:25:SS,Completed
12730,QYRS20236289325150,Online Payments,32048,YYYY-54-DD 03:54:SS,Completed
12731,KLGW42655114450816,Cash Withdrawals,23224,YYYY-44-DD 18:44:SS,Pending
12732,ZRIY91025276776154,Wire Transfers,1287,YYYY-11-DD 19:11:SS,Completed
12733,NDDS57082733987932,Wire Transfers,39931,YYYY-54-DD 11:54:SS,Pending
12734,MNXE99523175412245,Checks,10878,YYYY-17-DD 14:17:SS,Pending
12735,LZZX51188995381286,Online Payments,42176,YYYY-43-DD 14:43:SS,Completed
12736,TXYM99814236171730,Deposit,5147,YYYY-21-DD 05:21:SS,Completed
12737,NGLU54482510884682,Withdrawal,7897,YYYY-55-DD 04:55:SS,Completed
12738,SUKJ89857481934718,Withdrawal,37608,YYYY-06-DD 21:06:SS,Failed
12739,AWOE27239507488916,Deposit,14005,YYYY-50-DD 23:50:SS,Completed
12740,XXFL77338999697595,Withdrawal,11291,YYYY-09-DD 09:09:SS,Pending
12741,GQVY32982352074279,Cash Withdrawals,31863,YYYY-04-DD 09:04:SS,Completed
12742,EQHC92040900117126,Deposit,16336,YYYY-34-DD 11:34:SS,Completed
12743,RVLF55644082661851,Deposit,16602,YYYY-01-DD 18:01:SS,Failed
12744,DVRE05218364885512,Online Payments,37238,YYYY-14-DD 21:14:SS,Failed
12745,NUUQ05094554303010,Withdrawal,42121,YYYY-29-DD 08:29:SS,Pending
12746,NSXJ21730049960764,Withdrawal,18780,YYYY-11-DD 09:11:SS,Completed
12747,JBXB21466564303375,Withdrawal,14533,YYYY-46-DD 15:46:SS,Failed
12748,NXAF23214338457955,Wire Transfers,18639,YYYY-45-DD 02:45:SS,Completed
12749,CGFU33588911925169,Checks,30885,YYYY-26-DD 06:26:SS,Completed
12750,BHYQ35044866143791,Withdrawal,28059,YYYY-56-DD 00:56:SS,Pending
12751,SHXJ20539751836726,Cash Withdrawals,2137,YYYY-55-DD 07:55:SS,Pending
12752,EBRH95814784055973,Checks,13821,YYYY-38-DD 10:38:SS,Pending
12753,FPDB00934936433295,Cash Withdrawals,20580,YYYY-44-DD 01:44:SS,Pending
12754,DRZR14612431952336,Wire Transfers,25059,YYYY-34-DD 11:34:SS,Pending
12755,FJXI57576288858686,Online Payments,28163,YYYY-07-DD 10:07:SS,Pending
12756,RSTB29080990877325,Checks,15076,YYYY-33-DD 08:33:SS,Completed
12757,NMPN45663939361263,Cash Withdrawals,22039,YYYY-35-DD 04:35:SS,Pending
12758,BMYG62747759377142,Checks,7875,YYYY-34-DD 15:34:SS,Failed
12759,PNFZ59817279279559,Withdrawal,42290,YYYY-07-DD 09:07:SS,Pending
12760,JRVJ87831904689197,Withdrawal,20868,YYYY-07-DD 07:07:SS,Failed
12761,FUXS53169468025912,Wire Transfers,13934,YYYY-04-DD 11:04:SS,Pending
12762,JTBC61511966971788,Cash Withdrawals,46482,YYYY-44-DD 01:44:SS,Failed
12763,GSHT66409594393309,Checks,27464,YYYY-03-DD 03:03:SS,Pending
12764,DWNM47335044096049,Cash Withdrawals,23009,YYYY-53-DD 16:53:SS,Failed
12765,OBVQ59383243253376,Wire Transfers,35576,YYYY-44-DD 13:44:SS,Pending
12766,RWXA00876282892212,Checks,17354,YYYY-07-DD 15:07:SS,Completed
12767,ZTIR54626976914359,Wire Transfers,8901,YYYY-08-DD 01:08:SS,Pending
12768,ZQCT64543577493947,Withdrawal,14964,YYYY-18-DD 18:18:SS,Pending
12769,LWVB48667968082794,Withdrawal,30080,YYYY-26-DD 09:26:SS,Pending
12770,HQMH24649301575164,Withdrawal,23525,YYYY-26-DD 03:26:SS,Pending
12771,UWPB75277259087405,Online Payments,15302,YYYY-21-DD 00:21:SS,Failed
12772,VLLX78958204100466,Checks,34903,YYYY-22-DD 08:22:SS,Failed
12773,NSPL74320191263539,Deposit,24426,YYYY-44-DD 20:44:SS,Pending
12774,NSVV63699256877751,Wire Transfers,11874,YYYY-44-DD 01:44:SS,Failed
12775,KYZZ94467142409226,Withdrawal,9307,YYYY-28-DD 17:28:SS,Failed
12776,GVOH02545020154981,Online Payments,22943,YYYY-54-DD 15:54:SS,Completed
12777,QYRS20236289325150,Wire Transfers,44425,YYYY-13-DD 20:13:SS,Pending
12778,NJEB06274628338618,Wire Transfers,23911,YYYY-42-DD 12:42:SS,Failed
12779,FEBS71958694381763,Online Payments,35719,YYYY-11-DD 11:11:SS,Pending
12780,AJER13378324734815,Deposit,46342,YYYY-46-DD 03:46:SS,Failed
12781,LRNM92662579240959,Wire Transfers,32941,YYYY-21-DD 19:21:SS,Failed
12782,ZLTY85572296621482,Withdrawal,32022,YYYY-59-DD 19:59:SS,Pending
12783,IQFP24830894682799,Checks,42651,YYYY-14-DD 09:14:SS,Completed
